Scenario,R_p_panel_rationalisation,R_t_truss_rationalisation,panel_scheme,truss_scheme,opening_complexity_index,P_f_prefab_level,Cost_NZD,Carbon_kgCO2e,Time_hours,Cost_normalized,Carbon_normalized,Time_normalized
full_grid,0.0,0.25,0,1,1.2000000000000002,0.65,20298.90544648799,5492.963233227504,104.13670913716577,1.1070838596397343,1.0235091861249486,1.108778432814009
full_grid,0.0,0.25,0,1,1.2000000000000002,0.7,20241.18281818204,5460.9434651962965,100.6691125951643,1.1039357199382136,1.0175429115794927,1.0718577706255445
full_grid,0.0,0.25,0,1,1.2000000000000002,0.75,20252.52583968954,5432.741478294413,98.8560135293721,1.1045543580250607,1.0122880079081107,1.0525530973997212
full_grid,0.0,0.25,0,1,1.2000000000000002,0.8,20399.186919286363,5407.899890444764,98.64637756401561,1.11255312005127,1.0076592506631608,1.0503210330387929
full_grid,0.0,0.25,0,1,1.2000000000000002,0.8500000000000001,21412.526408230176,5388.90622728695,102.54479775810574,1.1678197350666806,1.0041201429184392,1.0918288189969634
full_grid,0.0,0.25,0,1,1.2000000000000002,0.9,23457.863886438347,5374.881595003571,111.02733928000002,1.2793705827520305,1.0015069195334307,1.1821452806256612
full_grid,0.0,0.25,0,1,1.3,0.5,22453.285786781747,5728.185871400378,133.96017848000002,1.2245818059478213,1.0673384492625835,1.4263189031535195
full_grid,0.0,0.25,0,1,1.3,0.55,21977.02165948639,5651.32079808731,122.05418155800287,1.1986067931746414,1.0530161053313158,1.2995517648634827
full_grid,0.0,0.25,0,1,1.3,0.6,21678.68233881089,5593.821077971534,113.7215376704194,1.1823356376935525,1.0423021265116301,1.2108313135699564
full_grid,0.0,0.25,0,1,1.3,0.65,21516.94171903031,5550.855569464501,108.13259393716578,1.1735144512468623,1.0342963214886756,1.1513239570864684
full_grid,0.0,0.25,0,1,1.3,0.7,21460.799577078138,5518.800256601396,104.66499739516429,1.1704525098350604,1.0283234238400927,1.1144032948980038
full_grid,0.0,0.25,0,1,1.3,0.75,21473.522270969752,5490.57086061278,102.8518983293721,1.1711463940001783,1.0230634130068996,1.0950986216721805
full_grid,0.0,0.25,0,1,1.3,0.8,21622.13909534851,5465.708137020642,102.64226236401564,1.1792518205698213,1.0184307175184781,1.0928665573112524
full_grid,0.0,0.25,0,1,1.3,0.8500000000000001,22644.711299944647,5446.698732984021,106.54068255810574,1.2350219795081432,1.0148886767604863,1.1343743432694227
full_grid,0.0,0.25,0,1,1.3,0.9,24708.155848525163,5432.662473234441,115.02322408,1.3475603703596717,1.0122732868183821,1.2246908048981204
full_grid,0.0,0.5,0,1,0.8,0.5,19394.07768085885,5590.084191391547,121.92668560000001,1.0577353754210832,1.0416058287976775,1.2981942726815632
full_grid,0.0,0.5,0,1,0.8,0.55,18914.19433513212,5513.422107424895,110.02260479675286,1.0315629737630472,1.0273213080689183,1.1714475359498464
full_grid,0.0,0.5,0,1,0.8,0.6,18612.425645025247,5456.074457661844,101.6957092654194,1.015104783589067,1.016635664666082,1.0827882893312801
full_grid,0.0,0.5,0,1,0.8,0.65,18447.445504813288,5413.222779023562,96.11634612591577,1.0061069166414498,1.0086510696733744,1.023382940639392
full_grid,0.0,0.5,0,1,0.8,0.7,18388.25369142974,5381.252566158988,92.6621624151643,1.002878648920686,1.0026940287903543,0.9866050893591672
full_grid,0.0,0.5,0,1,0.8,0.75,18398.581792786255,5353.090107446681,90.86630841812209,1.003441934184646,0.9974464904450132,0.9674840301582232
